spot_name,content,sentiment,date
八达岭长城,?景点介绍: 北长城:一共有 12 段，最高点是北八楼。年轻人可以挑战一下 南长城:有7段，相对比较平缓适合带老人和孩子一起玩会。 ??拍照打卡:好汉石和好汉碑都在，北长城的北四楼和南长城的南一、南二、南四楼都能找到它 【门票&缆车/滑道】 门票:成人 40 元/人，学生 20 元/人 空中缆车或地面缆车通用:双程 140 元/人单程 100 元/人，空缆可以坐到北七楼，地缆可以到南4楼 滑车:单程 80 元/人，往返 120 元/人 【省力路线】 (地面缆车上一空中缆车下)地面缆车登城口-缆车上行南四一徒步向北到北八好汉坡一徒步返回北七一空中缆车下行 路线1口:轻松当好汉缆车登城口--缆车上行北七--徒步北八徒步返回北七--缆车下行 路线2口(缆车上滑车下+去黑熊乐园)缆车登城口--缆车上行北七--徒步北八徒步返回北四--滑车下行-黑熊乐园徒步出口 路线3口:南北都兼顾|滑车方案>步行登城口--徒步南一至南七--徒步返回南---徒步北一至北八--徒步返回北四滑车下行 路线4口:实力派选手>步行登城口--徒步南一至南七--徒步返回南---徒步北一至北十二--徒步返回北十-黑熊乐园-徒步出口,positive,2025-04
八达岭长城,"八达岭长城非常值得去，以下是其特色亮点:

位于燕山山脉和太行山山脉汇合处，山峦重叠，地势险峻，海拔多在600—1240米之间。站在长城上，可将连绵群山、茂密森林等自然美景尽收眼底。由关城、城墙、敌楼、烽火台等组成。关城有“居庸外镇”“北门锁钥”牌匾；城墙多石砌或石砌包砖，有垛口、女墙等；敌楼形制多样，有巡逻放哨的墙台，也有上下两层供士兵住宿和作战的敌台。
- 四季景色各异：春季山花烂漫，夏季满目葱茏，秋季层林尽染，冬季银装素裹，无论何时前往，都能欣赏到独特的景观。

特色景点众多
- 好汉石与好汉碑：北四有著名的“好汉石”，南一、二、四段各有“好汉碑”，增添了独特的文化韵味。

- 其他景点丰富：有岔道古城、古崖居、望京石、天险留题、水关长城等景点，还有中国长城博物馆可让游客深入了解长城文化。",positive,2025-03
八达岭长城,站在八达岭长城脚下，抬头眺望，巨龙般的城墙盘踞山峦，砖石承载着岁月的厚重。沿着陡峭阶梯攀爬，烽火台在云雾间若隐若现，似在诉说古时的烽火连天。城墙两侧，垛口绵延不绝，抚摸那斑驳墙面，能感受到历史的心跳。极目远眺，群山连绵，满目苍翠，长城于其间蜿蜒穿梭，勾勒出雄浑又壮丽的天际线。每一步都似踩在时光上，让人沉醉于往昔金戈铁马的遐想，为这人类奇迹惊叹。,positive,2024-12
八达岭长城,20250428八达岭长城，八达岭长城的交通便利，可以做高铁动车到八达岭长城站，游客非常多，索道上去非常的快捷方便，两分钟就可以到了长城上，省时省力。山上凉快风景也是很优美壮观，蜿蜒绵亘的长城壮丽秀美，索道站里面也有“不到长城非好汉”的碑石，下次有机会要来看一看长城的夜景！,positive,2025-05
八达岭长城,??八达岭长城 | 秋游路线推荐?? ??秋天已至，落叶纷飞，到八达岭长城游玩的家人们注意啦！别再去北坡游览啦！秋天的八达岭长城，南坡比北坡要好看太多喽！ ??八达岭长城南坡植被相对更加茂盛，入秋后树叶变黄变红，有一种层林尽染的感觉。 ??南坡景点： ?登城口：八达岭长城徒步登城的地方，在这里可以选择南坡或者北坡路线 ??南四楼：南坡的制高点，站在高处可以欣赏到整个八达岭长城的雄伟！不过南三到南四这段坡度还是非常陡峭的，有些地方甚至达到了60度左右的坡度，怕这里一定要注意安全哦~ ??南七楼：这里是南坡的终点，景色非常好，很适合摄影拍照哦~另外如果天气好的话，在这里可以看到北京市区哦，最高的建筑物是CBD的“中国尊”！ ??南五楼：南坡缆车抵达平台，这里有“不到长城非好汉”的石碑哦~ ??秋游八达岭长城交通如何选？可以了解一下福适达北斗国旅八达岭长城一日游哦 ??套餐里有门票、往返车费，还有专业导游讲解，纯玩无购物，让您尽情畅游八达岭。 ??发车时间及地点在这 ?07：30 ??地铁 2/8 号线前门地铁站 G 口 ?08：30 ??地铁 2/6 号线朝阳门站 A 口 ?09：30 ??地铁 2/6 号线朝阳门站 A 口 ?10：00 ??地铁 8/10 号线北土城地铁 F 口 ??想到八达岭长城秋游赏红叶的家人们点赞?收藏好哦,positive,2024-10
八达岭长城,八达岭长城非常值得去，可以说是今生必去景点， 每个中国人到达长城都为之感叹，感到受益匪浅， 八达岭长城不仅仅是一座古老建筑，更是中华民族的象征， 长城古老的历史，历史长河中，历代历朝英雄人物为守卫长城丶保卫华夏民族而英勇奋战，有许多可歌可泣动人故事。,positive,2024-10
八达岭长城,今天王琴导游带我们到长城，颐和园，圆明园旅游，在旅途中王导认真演讲，并一路上对整个团安全关心，尤其是对老同志的身体关注和关心，工作认真负责，业务能力强，热情，使我们感受到首都的伟大，培养这么好的导游感到高兴，下次来京一定首选，在次谢谢！,positive,2024-05
八达岭长城,没事千万别去坐这个索道，排了三个小时的队伍，一点提示没有，刚排队离索道入口很近，一直以为要到了，结果排的队伍山路十八弯，愣是一点提示没有，排队进退两难，只能慢慢等，厕所上不了，出都出不去，渴了只能买他们的天价水。最糟糕的体验没有之一，好不容易坐了索道，到上面也是人挤人，动都动不了，一会就下来了，时间全都用在了排队上。没想到这么大的景区管理这么差，要来的千万别坐这个，特别是家里有老人小孩的，别以为是坐索道是轻松，还不如从下面爬长城。,negative,2026-04
八达岭长城,这个套票特别坑 先买了成人的门票+索道往返票 再给孩子买 以为也是门票+索道往返票 下山的时候一验票说是单程票 又去补了下山的单程票成人索道往返+门票才180 儿童花200 携程多少有点毛病吧？还是说故意这么搞 为啥不给儿童弄个往返票套餐）,negative,2026-04
八达岭长城,2026年4月5日 大风天导致索道暂停，检票口人员说返程可以申请退票，但是网上根本没办法申请退票，投诉无门,negative,2026-04
八达岭长城,"班车改期半小时后离开,公交车位置解释不畅,有几辆公交车,他们只告诉我标志和地铁出口,但公交车在300米左右。墙超级拥挤,回来晚了大约2个小时。",negative,2025-10
八达岭长城,老年人去了白跑一趟，临近下班也没有什么人，临时登记也不行，一点人情味都没有,negative,2025-10
颐和园,"您可以选择坐船游颐和园，现在颐和园中很多地方都开通了大船11条线路，覆盖热门景点及主要游览路线：

　排云门环湖40元/人

　畅观堂-南湖岛40元/人

　石舫-南湖岛40元/人

　南湖岛-景明楼30元/人

　铜牛-石丈亭40元/人

　南湖岛-玉带桥30元/人

　南如意门-南湖岛30元/人

　苏州街-宿云檐30元/人

　南如意门-对鸥舫40元/人

　宿云檐-十七孔桥40元/人

　藻鉴堂水域赏荷(夏季)40元/人",positive,2025-06
颐和园,线路一：懒人版路线 北如意门→画中游→佛香阁→四大部落洲→苏州街→ 北宫门出 特色：适合懒人打卡，拍照出片哦。 线路二：东宫门进→仁寿殿→德和园→玉澜堂宜芸馆→乐寿堂→长廊→排云殿→佛香阁→石舫→乘船至南湖岛→十七孔桥→铜牛→昆明湖东堤→谐趣园→东宫门出 特色：覆盖颐和园主要景点，适合时间充裕的游客。 线路三：北宫门进→苏州街→四大部洲→香岩宗印之阁→智慧海→佛香阁→排云殿→听鹂馆→画中游→石舫→长廊→乐寿堂→德和园→仁寿殿→文昌阁→东宫门出,positive,2025-02
颐和园,颐和园是中国清朝时期的一座皇家园林，位于北京市西郊海淀区新建宫门路19号。?它前身为清漪园，始建于清乾隆十五年（1750年），并于1886年开始重建，取名为颐和园，意为“颐养冲和”。颐和园以昆明湖和万寿山为基址，汲取杭州西湖的设计手法，是一座大型天然山水园，被誉为皇家园林博物馆。?非常值得一去！旺季门票30，淡季20。,positive,2024-11
颐和园,"颐和园整体布局：“一池三山”模式
是中国皇家园林传统的造园手法
营建理想中的蓬莱仙境
昆明湖占据整个颐和园四分之三的面积
水面十分开阔
在水面的艺术处理上
没有重复在一个水面留三个岛的形式
而是创造性的分成三个水面
形成湖、岛、堤的新的“—池三山”格局……

短时游览路线：
东宫门入园~仁寿殿～谐趣园~后溪河～四大部洲～万寿山后山御道～画中游～石舫~宿云檐城关～北如意门出园

??｜开放时间｜
4.1-10.31 6:00-20:00（19:00禁入园）
11.1-3.31 6:30-19:00（18:00禁入园）
??｜门票价格｜淡季20元；旺季30元
??｜公交线路｜
??10号线“巴沟站”转西郊线“颐和园西门”下
??4、16号线“北宫门地铁站”下",positive,2025-04
颐和园,"颐和园，这座镶嵌于北京市西北部的皇家瑰宝，以其壮观的建筑群落与细腻的园林布局，赢得了全球游客的青睐。作为中国现存最大且保护最为完好的皇家园林典范，颐和园不仅是历史文化的深厚积淀，更是中国古典园林美学的璀璨明珠。

颐和园占地广阔，约290公顷，其中水域占据了四分之三的面积，昆明湖更是碧波万顷，水天一色，构成了园林的灵魂景致。湖面上，十七孔桥宛若飞虹横跨，每一桥洞都凝聚着匠人的卓越智慧，桥上的匾联出自乾隆皇帝御笔，让人在领略自然美景的同时，也能深刻感受到皇家的文化气息。

万寿山，作为颐和园的又一标志性存在，山峦起伏，林木葱茏，古建筑点缀其间，佛香阁尤为引人注目。这座高达59.8米的宗教建筑，采用八面三层重檐结构，供奉着千手观世音菩萨铜铸金裹立像。佛香阁不仅是颐和园的象征，更是整个园林的视觉焦点。登高远眺，昆明湖及周边风光尽收眼底，令人不禁赞叹古人对园林规划的精妙绝伦。

颐和园的建筑风格兼容并包，博采众长。东部宫殿区与内廷区，秉承北方四合院的严谨布局，封闭而有序；南部湖泊区则借鉴杭州西湖的景致，一道“苏堤”将湖面一分为二，尽显江南水乡的风情；万寿山北麓，融入西藏喇嘛庙宇的特色，白塔、碉楼等建筑与自然景观和谐相融；北部苏州街，水道纵横，店铺鳞次栉比，仿佛让人置身于江南水乡的梦幻之中。

颐和园的长廊，被誉为“世界之最”，全长达728米，廊上彩绘14000余幅，涵盖历史故事、神话传说、花鸟鱼虫等题材，每一幅都栩栩如生，艺术价值极高。长廊不仅是游客休憩的理想之地，更是领略中国古代文化的绝佳窗口。

此外，颐和园内的亭台楼阁，各具特色，形态各异。它们巧妙布局，与山水绿化相得益彰，共同绘制出一幅幅生动的园林画卷。知春亭、畅观堂、谐趣园等景点，均以独特的建筑风貌和深厚的文化底蕴，吸引着无数游客的目光。

综上所述，颐和园是一座汇聚中国古典园林艺术精华的皇家园林。它以壮观的建筑、细腻的园林设计和丰富的文化内涵，成为国内外游客竞相探访的热门目的地。在这里，游客不仅能领略到中国古代园林艺术的魅力，更能深入了解中国的历史与文化。颐和园，不仅是一座园林，更是一座承载着厚重历史与文化的活生生博物馆。",positive,2025-03
颐和园,北京颐和园作为中国四大园林之一，来北京旅游一定要去看看，一定要预留出一天的时间，因为里面太大了，来都来了一定要看个够，颐和园里面的景点实在太多了，建议夏秋季节来，因为这时的景色最美。 佛香阁、智慧海、画中游、四大部洲、十七孔桥、德和园、多宝琉璃塔、长廊、仁寿殿等等，一定要找个晴天来，拍照效果更好。,positive,2025-04
颐和园,颐和园是著名的皇家园林，万寿山，昆明湖，湖光山色，美不胜收。一年四季景色各具特点，春天开满山桃花的西堤，夏季茂密的树林和碧波荡漾的昆明湖，冬天如果赶上下雪天，那景色就太棒了。 颐和园太大了，要想遛遍了，一天时间不够，当然要借助游船可能更省力省时。我这些照片主要是这个春天在后山拍照的。 这么大的园林公园在全国范围内票价是最便宜的！性价比极高！,positive,2025-04
颐和园,游览路线推荐：北宫门进 → 四大部洲 → 画中游 → 长廊 → 石舫 → 佛香阁 → 乐寿堂 → 仁寿殿 → 文昌院 → 铜牛 → 十七孔桥 → 南湖岛 → 新建宫门出 拍摄建议： - 建议开园时段（6:00-8:00）拍摄人像 - 备好中长焦和广角镜头 - 四季景色各异，春秋季最为出片,positive,2025-04
颐和园,"当然值得去一次 ：颐和园2小时轻松不费腿路线
颐和园真的很大，很少有人能一天逛完。体力不好想要快速逛完精华景点，或者带年纪大的父母游玩的。
 颐和园的前身是清代乾隆皇帝为其母亲祝寿而建的“清漪园”。后来，在19世纪末，慈禧太后将其重建为颐和园，并在此居住。",positive,2025-07
颐和园,万寿山、佛香阁、十七孔桥、西堤、玉泉山和玉峰塔构成了一幅中国传统的水墨画，如同西湖西子，浓妆淡抹总相宜。无论急行军式的一日几游，还是本地人遛弯式的漫步，总能找到最慰藉心灵？最能体味美感的境界。,positive,2025-03
颐和园,游船的门票有风座不了，结束挺长时间了一直没给退,negative,2026-04
颐和园,"你不需要提前买,你可以来,站在我排队买票,价格便宜得多。",negative,2026-04
颐和园,如果没有中国身份证 请一定一定要和他们取得二维码入场 这里是不能刷护照的 检票员也不会接受报电话号码这种荒唐的指示 我出发前信箱信息了几次都没有人回应 到现场排了队 根据指示报电话号码被禁止进入 中国旅游人有多么多你可以想象一下 打电话给客服他们才发给我二维码 但是！那个二维码还不能用 （这里我已经重新排过一次队了） 我还得再打给客服多一次 再多排一次队 才能进入 真的很恐怖 总之还好客服有接电话 帮忙联系供应商 但是这个体验真的太恐怖了 我足足因为他们的疏忽排了3次长长的队 什么游玩的心情都没有了,negative,2026-03
颐和园,讲解员，总讲男女那些事，一个看起来就很龌蹉的人。不值，中途果断放弃,negative,2026-02
南锣鼓巷,南锣鼓巷是历史悠久的文化名巷，北京最古老的街区之一，位于北京市中轴线东侧的交道口地区。南锣鼓巷曾是达官显贵、文化名人聚居的地方，不仅保留了一条条历史悠久的胡同和一座座青砖灰瓦的四合院，还因为这些名人故居的存在而蕴含着丰富的人文历史印迹,positive,2026-04
南锣鼓巷,南锣鼓巷的后园恩寺胡同，座落着茅盾故居，这是一座典型的北京四合院，不是很大，故居内展示了许多茅盾先生生前的用品和文献资料，其中就有《子夜》一书的创作背景，让我们能够深入了解这位文学大师的生活与思想。参观完故居就可以逛逛南锣鼓巷，古老的街道却充满了现代气息，看看北京的四合院，吃吃老北京小吃，美！,positive,2025-04
南锣鼓巷,北京.南锣鼓巷，位于北京市的心脏地段。南锣鼓巷不仅保留了北京的历史风貌和传统文化，也融入了现代都市的活力和创意。它拥有740多年的历史，仍保留了元代的里坊格局和明清时期的名人府邸。是北京最古老的街区之一。它的整体格局就像一个“非”字，一条主路串起两旁的胡同，来这里就是看老北京的四合院。齐白石旧居，茅盾故居等都对外开放，免费参观。很值得一看。,positive,2025-04
南锣鼓巷,南锣鼓巷始建于元代，已有700多年历史，是北京最古老的街区之一。街区保留了传统的胡同格局和四合院建筑，展现了老北京的风貌。巷内有众多名人故居和文化遗址，如齐白石故居、茅盾故居等，文化底蕴深厚，街区还会定期举办文化活动和艺术展览。巷内有众多特色小店，售卖手工艺品、文创产品、 vintage服饰等，还有许多特色咖啡馆、茶馆和餐馆，提供多样化的美食选择。,positive,2025-02
南锣鼓巷,"南锣鼓巷千万别听别人说……
|千万别听人家说什么南锣鼓巷不值得去，想体验一下北京古巷的味道，又想吃吃逛逛，带着老小一家子，南锣鼓巷比其他古巷还是包容性更大，有一堆小吃，起码可以体验老北京文化的同时满足嘴巴。### 推荐小吃1. **炸酱面**：可以尝试传统的炸酱面，面条劲道，还有炸酱面冰激凌可以试试，偷偷告诉你，炸酱面冰激凌实际上是一种可爱的巧克力冰激凌??   2. **豆汁**：北京特色饮品，口感独特，适合勇于尝试的人，尤其豆汁冰激凌??可以排队试试。3. **冰糖葫芦**：外脆内甜的冰糖葫芦，特别适合拍照！当然北京的糖葫芦非常好吃！不接受反驳4. **吹糖人**：传统的北京小吃，老板做好了以后可以自己吹成型，比较有趣，??30-40一个希望你能享受到美味的小吃！",positive,2024-12
南锣鼓巷,"南锣鼓巷：京城古韵与时尚的交织乐章

在北京这座历史悠久的古都，南锣鼓巷宛如一颗璀璨明珠，散发着独特魅力，吸引着来自五湖四海的游客纷至沓来。

踏入南锣鼓巷，首先映入眼帘的是那古色古香的胡同风貌。灰墙青瓦，朱漆大门，斑驳的墙面仿佛诉说着岁月的沧桑故事。这些胡同纵横交错，如同城市的脉络，串联起往昔的记忆。漫步其中，能真切感受到老北京原汁原味的生活气息。清晨，阳光洒在胡同里，大爷大妈们坐在门口唠着家常，偶尔有清脆的自行车铃声划过宁静，让人瞬间穿越回儿时熟悉的京城清晨画面。

但南锣鼓巷绝非只是沉浸于过往，它更是传统与现代碰撞出绚丽火花的时尚地标。街道两旁，一家家独具特色的小店琳琅满目。创意十足的文创店摆满了以北京元素为主题的纪念品，从印有京剧脸谱的 T 恤到手绘故宫全景的笔记本，将传统文化巧妙融入现代设计，让人爱不释手。美食铺子更是香气四溢，既有地道的老北京爆肚、卤煮，那浓郁醇厚的味道，一口下去就是满满的京城烟火；又有洋气的西式烘焙、意式咖啡，满足年轻人追求新鲜的味蕾。甜品店内，造型精致的“兔儿爷”冰淇淋，把传统民间神祇化作甜蜜清凉，成为游客打卡拍照的宠儿，为古老街巷注入青春活力。

这里还是艺术的汇聚之所。隐匿在胡同深处的小型画廊，时常展出先锋画家的作品，抽象画与四合院的静谧相得益彰；民间艺人的手工作坊里，剪纸、糖画等绝技轮番上演，传承人手中的剪刀、糖勺如灵动画笔，勾勒出非遗魅力，引得观者阵阵惊叹，驻足良久。

夜幕降临，华灯初上，南锣鼓巷又是另一番风情。暖黄的灯光为胡同勾勒出柔和轮廓，酒吧里传出悠扬的歌声与欢笑声，与不远处传统戏楼的京腔京韵交织回荡。此时，无论是找一家清吧小酌，沉浸在微醺的惬意里；还是步入戏楼，品一品正宗的京剧，感受国粹震撼，都能让心灵在古今交融间得到滋养。

南锣鼓巷，就是这样一个地方，它用深厚的历史底蕴打底，佐以时尚创新的调味，为每一位到访者烹制出一场回味无穷的京城盛宴，叫人来了便难以忘怀，盼着下次重逢。",positive,2025-03
南锣鼓巷,网红景点包围在老北京的平方四合院里面，拍拍照打打卡就可以了，不太建议在这里买吃的哈，懂得都懂??，商业化很严重了，不如在旁边的小道找一条走进去体验下胡同文化?? 节假日的话人超级多??,positive,2025-04
南锣鼓巷,去吃完护国寺小吃，步行到了南锣鼓巷。这里是文艺小资青年的必打卡之地，好像很多城市都有这样的一条巷子，像成都的宽窄巷子、锦里，上海的田子坊，晚上很热闹，沿路两侧有很多有特色的店铺，吃的、喝的、手信店、化妆品店，中间有一家口红学院，可以自己做口红，158元一支，自己选色号、选精油的味道、选口红管的样式，会有老师来教你做，很有意思，可以体验一下。但是有一点要注意，千万别逛得太晚，太晚地铁没有了，打车也不好打。北京的胡同太多，晚上还是要注意安全。,positive,2024-07
南锣鼓巷,南锣鼓巷，北京人从来不去的地方。,negative,2023-10
南锣鼓巷,老北京文化的代表之地。文化几乎看不到，空气中飘散着各种食物的味道，各类店铺林立两侧，垃圾污水遍地。不去！,negative,2023-09
南锣鼓巷,如果你想看看北京的一些旧物件，顺便感受胡同，可以试试。,negative,2023-08
南锣鼓巷,现今的南锣鼓巷已经物是人非了，充斥着各种乱七八糟的东西，属实被资本玩坏了，各种所谓网红美食也是挂羊头卖狗肉，那也叫美食？！,negative,2023-08
南锣鼓巷,每个城市都有这么一个外地游客喜欢打卡的古街吧……,negative,2023-07
南锣鼓巷,一个??自己名字的手串加一些装饰的小珠子下来290??，如果是真玛瑙什么的还可以，可惜……就是小孩喜欢，换我绝对不买，是真的宰你没商量！！！被网红小吃充斥着失去了该有的味道！,negative,2023-03
南锣鼓巷,巷子一般般吧，没什么特别的地方吗？,negative,J2023-06
故宫博物院,"在出游前,把精确的入口贴在地图上,参观博物馆。今天我被排队围绕这个禁城,到所有的入口,大家都说,不是你进入这个入口,而是你进入另一个入口。他们这张不明的票据--他们不知道这是什么意思,他们说去那边。另一张门口。给保安打个票,画一张地图。去哪里,哪里。最后,我没有去博物馆,像狗一样冻结,然后去最近的星巴克热... 根据我的经验,我不建议。也许有人会走运,会被抓到。那些曾经说是侧门,现在不允许。还有哪个入口,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,哪个去,",negative,2025-06
故宫博物院,价格涨了。售出的门票被排除在时钟入场费之外。感觉被骗了,negative,2026-01
故宫博物院,本次故宫参观体验极差，核心问题出在导游服务上。全程讲解毫无条理，对宫殿历史、建筑特色只是寥寥几句敷衍，既无知识点也无趣味性，甚至多处讲解有误。导游全程步履匆忙，根本不考虑游客拍照需求，完全感受不到专业度。花了导游费却收获糟糕体验，严重影响参观心情，非常不推荐！,negative,2026-01
故宫博物院,地址在任何地方都没有明确说明。帖子中包含的地址没有线索。浪费了钱,negative,2026-01
故宫博物院,非常非常差的一次体验，因为自己不太懂所以在携程平台买了故宫套票，我们三个人一起，花了七百多块，结果去到北京后告知我们没有套票的蹦蹦车游，然后故宫讲解我们也没有赶上，因为第一次去找不到方向，打电话问导游助理，态度非常差，我还没有问完直接挂断电话，结果在群里也找不见说让旅客迟到了不要再打电话联系她，所以我们三个花了七百多最后连讲解项目也没有，就只有故宫门票，本来故宫单票门票一人才几十块，我们就这样花了大几百冤枉钱，也不退给我们，平台说协商后也不退差价给我们，真的非常无语，就当花钱买个教训了，以后大家在去旅行或者陌生地方，在这种平台下单一定要注意看下单内容，也要先咨询好服务。不然就是当冤大头……,negative,2026-01
故宫博物院,皇城故事岳导讲的非常专业。让我和我朋友从现在穿越明清时期。让我们了解电视剧和历史有了很大差距。岳导讲解有浅入深、生动有趣的方式。让我们感受到故宫历史文化底蕴和价值。收获了很多历史知识。这次故宫之旅非常开心。五星好评[呲牙]你值得拥有！推荐！推荐！推荐！,positive,2024-05
故宫博物院,京状元雷老师特别负责，细心耐心，值得推荐！昨天早上检票人很多，耽误了十多分钟，雷老师为了给孩子一个好的体验质量，多带孩子参观了半小时，一直走到御花园，特别用心，棒棒棒,positive,2025-04
故宫博物院,老师讲得很好，长辈们很满意,positive,2026-04
南锣鼓巷,一条路上都是各种店，卖的东西每个旅游景点都有的，没有什么特色，不值得去,negative,2023-05
颐和园,园外游船是骗子，不坐退不了票,negative,2024-10
颐和园,实际讲解时间只有1小时10分钟，没有带团员近距离看景点，就是路过一处说一句“这是什么阁楼”就结束了，没有讲历史，没有讲故事，非常粗糙，基本什么都没讲，还不如租电子讲解…很失望…,negative,2026-02
颐和园,买票进不去一个小时解决不了，非常非常差,negative,2025-02
天坛公园,太多人了，人从众,negative,2025-04
天坛公园,差评差评，预定的秀才说解说，每个人138元，分配的京状元解说，携程网京状元每人68元。提前一天的晚上已经提醒携程网说分配错误，告诉我说商家只是为了便于联系，第二天会安排秀才说，如果不是会退差价。 果然第二天就还是京状元，为了不影响行程也提前和携程说了，后面再退差价。 现在协调来协调去居然和我说只能一人退20元差价，接不接受也没办法。 太搞笑了，我作为一直使用携程的客户，从来不会无理取闹，这样的服务态度，解决不了我会一直投诉！！！,negative,2025-02
天坛公园,很一般，没有客服联系,negative,2025-02
南锣鼓巷,以前第一次去北京的时候，还是有点意思。,negative,2023-03
南锣鼓巷,商业街换了个皮肤而已，真的没意思。,negative,2023-03
八达岭长城,引导标识没有,negative,2026-03
八达岭长城,详情写的不清楚 客服工作太滞后,negative,2026-03
八达岭长城,景区管理方面，北京，全国最差之一,negative,2026-02
